,Gamma,OI,underlyingClose,Strike,direction
0,8.415616364244485e-20,3237,463,467.0,1
1,8.415616364244485e-20,3237,464,467.0,1
2,8.415616364244485e-20,3237,465,467.0,1
0,1.2097939773541043e-34,3592,463,468.0,1
1,1.2097939773541043e-34,3592,464,468.0,1
2,1.2097939773541043e-34,3592,465,468.0,1
0,1.147678905766202e-53,2170,463,469.0,1
1,1.147678905766202e-53,2170,464,469.0,1
2,1.147678905766202e-53,2170,465,469.0,1
0,7.641584012176147e-77,12430,463,470.0,1
1,7.641584012176147e-77,12430,464,470.0,1
2,7.641584012176147e-77,12430,465,470.0,1
0,3.7963143376186136e-104,3707,463,471.0,1
1,3.7963143376186136e-104,3707,464,471.0,1
2,3.7963143376186136e-104,3707,465,471.0,1
0,1.4952429039287664e-135,5030,463,472.0,1
1,1.4952429039287664e-135,5030,464,472.0,1
2,1.4952429039287664e-135,5030,465,472.0,1
0,4.95886666012003e-171,17696,463,473.0,1
1,4.95886666012003e-171,17696,464,473.0,1
2,4.95886666012003e-171,17696,465,473.0,1
0,1.4700148076105847e-210,21685,463,474.0,1
1,1.4700148076105847e-210,21685,464,474.0,1
2,1.4700148076105847e-210,21685,465,474.0,1
0,1.922844349429971e-223,4882,463,475.0,1
1,1.922844349429971e-223,4882,464,475.0,1
2,1.922844349429971e-223,4882,465,475.0,1
0,4.773576942705144e-235,4336,463,476.0,1
1,4.773576942705144e-235,4336,464,476.0,1
2,4.773576942705144e-235,4336,465,476.0,1
0,3.696370038685377e-275,5735,463,477.0,1
1,3.696370038685377e-275,5735,464,477.0,1
2,3.696370038685377e-275,5735,465,477.0,1
0,4.7297479256788464e-284,12575,463,478.0,1
1,4.7297479256788464e-284,12575,464,478.0,1
2,4.7297479256788464e-284,12575,465,478.0,1
0,4.7578719227374655e-292,8067,463,479.0,1
1,4.7578719227374655e-292,8067,464,479.0,1
2,4.7578719227374655e-292,8067,465,479.0,1
0,2.889210143402766e-299,25324,463,480.0,1
1,2.889210143402766e-299,25324,464,480.0,1
2,2.889210143402766e-299,25324,465,480.0,1
0,8.480473859849677e-306,2714,463,481.0,1
1,8.480473859849677e-306,2714,464,481.0,1
2,8.480473859849677e-306,2714,465,481.0,1
0,9.96957875096e-312,3721,463,482.0,1
1,9.96957875096e-312,3721,464,482.0,1
2,9.96957875096e-312,3721,465,482.0,1
0,4.000168e-317,1103,463,483.0,1
1,4.000168e-317,1103,464,483.0,1
2,4.000168e-317,1103,465,483.0,1
0,4.74e-322,1349,463,484.0,1
1,4.74e-322,1349,464,484.0,1
2,4.74e-322,1349,465,484.0,1
0,5.426357269605226e-302,5,463,485.0,1
1,5.426357269605226e-302,5,464,485.0,1
2,5.426357269605226e-302,5,465,485.0,1
0,1.0446311586448227e-306,0,463,486.0,1
1,1.0446311586448227e-306,0,464,486.0,1
2,1.0446311586448227e-306,0,465,486.0,1
0,4.5857216981155e-311,20,463,487.0,1
1,4.5857216981155e-311,20,464,487.0,1
2,4.5857216981155e-311,20,465,487.0,1
0,4.25495434e-315,0,463,488.0,1
1,4.25495434e-315,0,464,488.0,1
2,4.25495434e-315,0,465,488.0,1
0,7.8037e-319,25,463,489.0,1
1,7.8037e-319,25,464,489.0,1
2,7.8037e-319,25,465,489.0,1
0,2.7e-322,43,463,490.0,1
1,2.7e-322,43,464,490.0,1
2,2.7e-322,43,465,490.0,1
0,0.0,4001,463,491.0,1
1,0.0,4001,464,491.0,1
2,0.0,4001,465,491.0,1
0,0.0,0,463,492.0,1
1,0.0,0,464,492.0,1
2,0.0,0,465,492.0,1
0,0.0,64,463,493.0,1
1,0.0,64,464,493.0,1
2,0.0,64,465,493.0,1
0,0.0,0,463,494.0,1
1,0.0,0,464,494.0,1
2,0.0,0,465,494.0,1
0,0.0,35,463,495.0,1
1,0.0,35,464,495.0,1
2,0.0,35,465,495.0,1
0,0.0,0,463,496.0,1
1,0.0,0,464,496.0,1
2,0.0,0,465,496.0,1
0,0.0,33,463,497.0,1
1,0.0,33,464,497.0,1
2,0.0,33,465,497.0,1
0,0.0,5,463,498.0,1
1,0.0,5,464,498.0,1
2,0.0,5,465,498.0,1
0,0.0,0,463,499.0,1
1,0.0,0,464,499.0,1
2,0.0,0,465,499.0,1
0,0.0,804,463,500.0,1
1,0.0,804,464,500.0,1
2,0.0,804,465,500.0,1
0,0.0,34,463,505.0,1
1,0.0,34,464,505.0,1
2,0.0,34,465,505.0,1
0,0.0,0,463,510.0,1
1,0.0,0,464,510.0,1
2,0.0,0,465,510.0,1
0,0.0,0,463,515.0,1
1,0.0,0,464,515.0,1
2,0.0,0,465,515.0,1
0,0.0,0,463,520.0,1
1,0.0,0,464,520.0,1
2,0.0,0,465,520.0,1
0,0.0,0,463,525.0,1
1,0.0,0,464,525.0,1
2,0.0,0,465,525.0,1
0,1.9744741374919258e-305,237,463,150.0,1
1,1.9744741374919258e-305,237,464,150.0,1
2,1.9744741374919258e-305,237,465,150.0,1
0,4.702623714916842e-257,11,463,155.0,1
1,4.702623714916842e-257,11,464,155.0,1
2,4.702623714916842e-257,11,465,155.0,1
0,1.0528647465655448e-254,1,463,160.0,1
1,1.0528647465655448e-254,1,464,160.0,1
2,1.0528647465655448e-254,1,465,160.0,1
0,0.0,1,463,165.0,1
1,0.0,1,464,165.0,1
2,0.0,1,465,165.0,1
0,0.0,57,463,170.0,1
1,0.0,57,464,170.0,1
2,0.0,57,465,170.0,1
0,0.0,3,463,175.0,1
1,0.0,3,464,175.0,1
2,0.0,3,465,175.0,1
0,6.799042463848061e-250,16,463,180.0,1
1,6.799042463848061e-250,16,464,180.0,1
2,6.799042463848061e-250,16,465,180.0,1
0,0.0,33,463,185.0,1
1,0.0,33,464,185.0,1
2,0.0,33,465,185.0,1
0,0.0,6,463,190.0,1
1,0.0,6,464,190.0,1
2,0.0,6,465,190.0,1
0,2.1676207403901226e-248,37,463,195.0,1
1,2.1676207403901226e-248,37,464,195.0,1
2,2.1676207403901226e-248,37,465,195.0,1
0,1.838948409984561e-284,181,463,200.0,1
1,1.838948409984561e-284,181,464,200.0,1
2,1.838948409984561e-284,181,465,200.0,1
0,0.0,13,463,205.0,1
1,0.0,13,464,205.0,1
2,0.0,13,465,205.0,1
0,0.0,33,463,210.0,1
1,0.0,33,464,210.0,1
2,0.0,33,465,210.0,1
0,8.081728555666992e-279,5,463,215.0,1
1,8.081728555666992e-279,5,464,215.0,1
2,8.081728555666992e-279,5,465,215.0,1
0,2.1363115784976095e-243,17,463,220.0,1
1,2.1363115784976095e-243,17,464,220.0,1
2,2.1363115784976095e-243,17,465,220.0,1
0,0.0,122,463,225.0,1
1,0.0,122,464,225.0,1
2,0.0,122,465,225.0,1
0,4.876697287326197e-241,8,463,230.0,1
1,4.876697287326197e-241,8,464,230.0,1
2,4.876697287326197e-241,8,465,230.0,1
0,2.912016090603171e-240,49,463,235.0,1
1,2.912016090603171e-240,49,464,235.0,1
2,2.912016090603171e-240,49,465,235.0,1
0,7.34283303353611e-269,81,463,240.0,1
1,7.34283303353611e-269,81,464,240.0,1
2,7.34283303353611e-269,81,465,240.0,1
0,5.739555321171402e-273,24,463,245.0,1
1,5.739555321171402e-273,24,464,245.0,1
2,5.739555321171402e-273,24,465,245.0,1
0,3.83172303830014e-264,446,463,250.0,1
1,3.83172303830014e-264,446,464,250.0,1
2,3.83172303830014e-264,446,465,250.0,1
0,0.0,85,463,255.0,1
1,0.0,85,464,255.0,1
2,0.0,85,465,255.0,1
0,2.067593977798077e-233,93,463,260.0,1
1,2.067593977798077e-233,93,464,260.0,1
2,2.067593977798077e-233,93,465,260.0,1
0,0.0,752,463,265.0,1
1,0.0,752,464,265.0,1
2,0.0,752,465,265.0,1
0,0.0,93,463,270.0,1
1,0.0,93,464,270.0,1
2,0.0,93,465,270.0,1
0,0.0,38,463,275.0,1
1,0.0,38,464,275.0,1
2,0.0,38,465,275.0,1
0,0.0,158,463,280.0,1
1,0.0,158,464,280.0,1
2,0.0,158,465,280.0,1
0,3.4781798964115974e-251,11,463,285.0,1
1,3.4781798964115974e-251,11,464,285.0,1
2,3.4781798964115974e-251,11,465,285.0,1
0,5.08e-321,115,463,290.0,1
1,5.08e-321,115,464,290.0,1
2,5.08e-321,115,465,290.0,1
0,1.2243623375971403e-244,39,463,295.0,1
1,1.2243623375971403e-244,39,464,295.0,1
2,1.2243623375971403e-244,39,465,295.0,1
0,1.0295299562332977e-219,1074,463,300.0,1
1,1.0295299562332977e-219,1074,464,300.0,1
2,1.0295299562332977e-219,1074,465,300.0,1
0,2.7909516907256057e-217,86,463,305.0,1
1,2.7909516907256057e-217,86,464,305.0,1
2,2.7909516907256057e-217,86,465,305.0,1
0,2.530357e-317,209,463,310.0,1
1,2.530357e-317,209,464,310.0,1
2,2.530357e-317,209,465,310.0,1
0,4.0856225504502116e-242,108,463,315.0,1
1,4.0856225504502116e-242,108,464,315.0,1
2,4.0856225504502116e-242,108,465,315.0,1
0,4.097260191118117e-307,855,463,320.0,1
1,4.097260191118117e-307,855,464,320.0,1
2,4.097260191118117e-307,855,465,320.0,1
0,1.1726994699447185e-237,221,463,325.0,1
1,1.1726994699447185e-237,221,464,325.0,1
2,1.1726994699447185e-237,221,465,325.0,1
0,2.046932953893796e-234,1002,463,330.0,1
1,2.046932953893796e-234,1002,464,330.0,1
2,2.046932953893796e-234,1002,465,330.0,1
0,3.0065067362417946e-296,405,463,335.0,1
1,3.0065067362417946e-296,405,464,335.0,1
2,3.0065067362417946e-296,405,465,335.0,1
0,1.1108326138408228e-199,289,463,340.0,1
1,1.1108326138408228e-199,289,464,340.0,1
2,1.1108326138408228e-199,289,465,340.0,1
0,3.8857831406369456e-287,483,463,345.0,1
1,3.8857831406369456e-287,483,464,345.0,1
2,3.8857831406369456e-287,483,465,345.0,1
0,4.323205149437007e-229,37,463,346.0,1
1,4.323205149437007e-229,37,464,346.0,1
2,4.323205149437007e-229,37,465,346.0,1
0,2.046180761594637e-227,77,463,347.0,1
1,2.046180761594637e-227,77,464,347.0,1
2,2.046180761594637e-227,77,465,347.0,1
0,9.722502130097016e-226,44,463,348.0,1
1,9.722502130097016e-226,44,464,348.0,1
2,9.722502130097016e-226,44,465,348.0,1
0,4.639191970545067e-224,57,463,349.0,1
1,4.639191970545067e-224,57,464,349.0,1
2,4.639191970545067e-224,57,465,349.0,1
0,3.3958890047214056e-225,1249,463,350.0,1
1,3.3958890047214056e-225,1249,464,350.0,1
2,3.3958890047214056e-225,1249,465,350.0,1
0,1.6488285697712115e-223,107,463,351.0,1
1,1.6488285697712115e-223,107,464,351.0,1
2,1.6488285697712115e-223,107,465,351.0,1
0,8.04844653712338e-222,44,463,352.0,1
1,8.04844653712338e-222,44,464,352.0,1
2,8.04844653712338e-222,44,465,352.0,1
0,5.44571812031441e-223,5,463,353.0,1
1,5.44571812031441e-223,5,464,353.0,1
2,5.44571812031441e-223,5,465,353.0,1
0,5.236634774489042e-280,14,463,354.0,1
1,5.236634774489042e-280,14,464,354.0,1
2,5.236634774489042e-280,14,465,354.0,1
0,9.778902960605371e-189,2573,463,355.0,1
1,9.778902960605371e-189,2573,464,355.0,1
2,9.778902960605371e-189,2573,465,355.0,1
0,2.126617317627395e-189,1,463,356.0,1
1,2.126617317627395e-189,1,464,356.0,1
2,2.126617317627395e-189,1,465,356.0,1
0,4.231017657449815e-279,8,463,357.0,1
1,4.231017657449815e-279,8,464,357.0,1
2,4.231017657449815e-279,8,465,357.0,1
0,2.4509431283184975e-220,4,463,358.0,1
1,2.4509431283184975e-220,4,464,358.0,1
2,2.4509431283184975e-220,4,465,358.0,1
0,1.0681439965015094e-275,8,463,359.0,1
1,1.0681439965015094e-275,8,464,359.0,1
2,1.0681439965015094e-275,8,465,359.0,1
0,6.540149136514777e-220,6029,463,360.0,1
1,6.540149136514777e-220,6029,464,360.0,1
2,6.540149136514777e-220,6029,465,360.0,1
0,1.9513189461820266e-183,3,463,361.0,1
1,1.9513189461820266e-183,3,464,361.0,1
2,1.9513189461820266e-183,3,465,361.0,1
0,1.6042899571629946e-219,126,463,362.0,1
1,1.6042899571629946e-219,126,464,362.0,1
2,1.6042899571629946e-219,126,465,362.0,1
0,1.0452573446140693e-214,166,463,363.0,1
1,1.0452573446140693e-214,166,464,363.0,1
2,1.0452573446140693e-214,166,465,363.0,1
0,4.937134076657381e-216,86,463,364.0,1
1,4.937134076657381e-216,86,464,364.0,1
2,4.937134076657381e-216,86,465,364.0,1
0,2.784831111739839e-214,1599,463,365.0,1
1,2.784831111739839e-214,1599,464,365.0,1
2,2.784831111739839e-214,1599,465,365.0,1
0,9.171225783560953e-180,46,463,366.0,1
1,9.171225783560953e-180,46,464,366.0,1
2,9.171225783560953e-180,46,465,366.0,1
0,4.593694592391671e-178,95,463,367.0,1
1,4.593694592391671e-178,95,464,367.0,1
2,4.593694592391671e-178,95,465,367.0,1
0,5.794675415495461e-269,87,463,368.0,1
1,5.794675415495461e-269,87,464,368.0,1
2,5.794675415495461e-269,87,465,368.0,1
0,3.2156009519507065e-267,83,463,369.0,1
1,3.2156009519507065e-267,83,464,369.0,1
2,3.2156009519507065e-267,83,465,369.0,1
0,1.8137536114560192e-265,9225,463,370.0,1
1,1.8137536114560192e-265,9225,464,370.0,1
2,1.8137536114560192e-265,9225,465,370.0,1
0,5.780815011152073e-210,22,463,371.0,1
1,5.780815011152073e-210,22,464,371.0,1
2,5.780815011152073e-210,22,465,371.0,1
0,1.9890852183215584e-211,49,463,372.0,1
1,1.9890852183215584e-211,49,464,372.0,1
2,1.9890852183215584e-211,49,465,372.0,1
0,4.530679112630296e-175,130,463,373.0,1
1,4.530679112630296e-175,130,464,373.0,1
2,4.530679112630296e-175,130,465,373.0,1
0,8.316676172659579e-208,91,463,374.0,1
1,8.316676172659579e-208,91,464,374.0,1
2,8.316676172659579e-208,91,465,374.0,1
0,4.579253270212502e-252,1601,463,375.0,1
1,4.579253270212502e-252,1601,464,375.0,1
2,4.579253270212502e-252,1601,465,375.0,1
0,3.722611045075664e-204,184,463,376.0,1
1,3.722611045075664e-204,184,464,376.0,1
2,3.722611045075664e-204,184,465,376.0,1
0,4.2001832847447524e-173,201,463,377.0,1
1,4.2001832847447524e-173,201,464,377.0,1
2,4.2001832847447524e-173,201,465,377.0,1
0,8.504824449695396e-204,13,463,378.0,1
1,8.504824449695396e-204,13,464,378.0,1
2,8.504824449695396e-204,13,465,378.0,1
0,3.9732162959009954e-172,144,463,379.0,1
1,3.9732162959009954e-172,144,464,379.0,1
2,3.9732162959009954e-172,144,465,379.0,1
0,4.489675135849731e-200,13597,463,380.0,1
1,4.489675135849731e-200,13597,464,380.0,1
2,4.489675135849731e-200,13597,465,380.0,1
0,1.3408949572900206e-201,25,463,381.0,1
1,1.3408949572900206e-201,25,464,381.0,1
2,1.3408949572900206e-201,25,465,381.0,1
0,1.0345760319818314e-199,25,463,382.0,1
1,1.0345760319818314e-199,25,464,382.0,1
2,1.0345760319818314e-199,25,465,382.0,1
0,2.681423356286259e-201,258,463,383.0,1
1,2.681423356286259e-201,258,464,383.0,1
2,2.681423356286259e-201,258,465,383.0,1
0,2.1814283155774003e-199,264,463,384.0,1
1,2.1814283155774003e-199,264,464,384.0,1
2,2.1814283155774003e-199,264,465,384.0,1
0,5.4640638565682067e-194,7359,463,385.0,1
1,5.4640638565682067e-194,7359,464,385.0,1
2,5.4640638565682067e-194,7359,465,385.0,1
0,4.184927075187112e-199,73,463,386.0,1
1,4.184927075187112e-199,73,464,386.0,1
2,4.184927075187112e-199,73,465,386.0,1
0,1.8560847353026416e-165,42,463,387.0,1
1,1.8560847353026416e-165,42,464,387.0,1
2,1.8560847353026416e-165,42,465,387.0,1
0,3.3624482079159727e-195,42,463,388.0,1
1,3.3624482079159727e-195,42,464,388.0,1
2,3.3624482079159727e-195,42,465,388.0,1
0,3.1442746511197345e-193,52,463,389.0,1
1,3.1442746511197345e-193,52,464,389.0,1
2,3.1442746511197345e-193,52,465,389.0,1
0,1.0923426495293455e-187,12393,463,390.0,1
1,1.0923426495293455e-187,12393,464,390.0,1
2,1.0923426495293455e-187,12393,465,390.0,1
0,2.4277157381222528e-241,1705,463,391.0,1
1,2.4277157381222528e-241,1705,464,391.0,1
2,2.4277157381222528e-241,1705,465,391.0,1
0,1.784049171705224e-161,1034,463,392.0,1
1,1.784049171705224e-161,1034,464,392.0,1
2,1.784049171705224e-161,1034,465,392.0,1
0,2.048343538688237e-162,16,463,393.0,1
1,2.048343538688237e-162,16,464,393.0,1
2,2.048343538688237e-162,16,465,393.0,1
0,8.030084179300028e-187,1763,463,394.0,1
1,8.030084179300028e-187,1763,464,394.0,1
2,8.030084179300028e-187,1763,465,394.0,1
0,4.0134160340504784e-181,10074,463,395.0,1
1,4.0134160340504784e-181,10074,464,395.0,1
2,4.0134160340504784e-181,10074,465,395.0,1
0,1.93242202112726e-186,162,463,396.0,1
1,1.93242202112726e-186,162,464,396.0,1
2,1.93242202112726e-186,162,465,396.0,1
0,2.238888353630155e-160,254,463,397.0,1
1,2.238888353630155e-160,254,464,397.0,1
2,2.238888353630155e-160,254,465,397.0,1
0,3.0888079590911245e-182,241,463,398.0,1
1,3.0888079590911245e-182,241,464,398.0,1
2,3.0888079590911245e-182,241,465,398.0,1
0,2.2501172261701178e-176,34,463,399.0,1
1,2.2501172261701178e-176,34,464,399.0,1
2,2.2501172261701178e-176,34,465,399.0,1
0,5.790970777076329e-178,21848,463,400.0,1
1,5.790970777076329e-178,21848,464,400.0,1
2,5.790970777076329e-178,21848,465,400.0,1
0,1.2027496783451223e-179,254,463,401.0,1
1,1.2027496783451223e-179,254,464,401.0,1
2,1.2027496783451223e-179,254,465,401.0,1
0,6.68267972335282e-170,2623,463,402.0,1
1,6.68267972335282e-170,2623,464,402.0,1
2,6.68267972335282e-170,2623,465,402.0,1
0,3.240667717458312e-179,2947,463,403.0,1
1,3.240667717458312e-179,2947,464,403.0,1
2,3.240667717458312e-179,2947,465,403.0,1
0,5.557295425723079e-177,966,463,404.0,1
1,5.557295425723079e-177,966,464,404.0,1
2,5.557295425723079e-177,966,465,404.0,1
0,2.9574994958854277e-223,11287,463,405.0,1
1,2.9574994958854277e-223,11287,464,405.0,1
2,2.9574994958854277e-223,11287,465,405.0,1
0,1.6845331099229584e-168,1227,463,406.0,1
1,1.6845331099229584e-168,1227,464,406.0,1
2,1.6845331099229584e-168,1227,465,406.0,1
0,3.142164861182422e-174,3007,463,407.0,1
1,3.142164861182422e-174,3007,464,407.0,1
2,3.142164861182422e-174,3007,465,407.0,1
0,5.229213206423313e-171,2,463,407.5,1
1,5.229213206423313e-171,2,464,407.5,1
2,5.229213206423313e-171,2,465,407.5,1
0,6.745926173016377e-172,2303,463,408.0,1
1,6.745926173016377e-172,2303,464,408.0,1
2,6.745926173016377e-172,2303,465,408.0,1
0,9.19424462216669e-174,6400,463,409.0,1
1,9.19424462216669e-174,6400,464,409.0,1
2,9.19424462216669e-174,6400,465,409.0,1
0,3.705308228269605e-167,13536,463,410.0,1
1,3.705308228269605e-167,13536,464,410.0,1
2,3.705308228269605e-167,13536,465,410.0,1
0,9.512759412299245e-165,2707,463,411.0,1
1,9.512759412299245e-165,2707,464,411.0,1
2,9.512759412299245e-165,2707,465,411.0,1
0,1.6432040575416182e-166,1413,463,412.0,1
1,1.6432040575416182e-166,1413,464,412.0,1
2,1.6432040575416182e-166,1413,465,412.0,1
0,2.1452496780454803e-168,2285,463,413.0,1
1,2.1452496780454803e-168,2285,464,413.0,1
2,2.1452496780454803e-168,2285,465,413.0,1
0,1.5671663875228122e-161,5027,463,414.0,1
1,1.5671663875228122e-161,5027,464,414.0,1
2,1.5671663875228122e-161,5027,465,414.0,1
0,5.381007618024123e-159,13420,463,415.0,1
1,5.381007618024123e-159,13420,464,415.0,1
2,5.381007618024123e-159,13420,465,415.0,1
0,9.312034823165756e-161,7113,463,416.0,1
1,9.312034823165756e-161,7113,464,416.0,1
2,9.312034823165756e-161,7113,465,416.0,1
0,1.19653530872306e-162,5391,463,417.0,1
1,1.19653530872306e-162,5391,464,417.0,1
2,1.19653530872306e-162,5391,465,417.0,1
0,5.4595008215691296e-160,6780,463,418.0,1
1,5.4595008215691296e-160,6780,464,418.0,1
2,5.4595008215691296e-160,6780,465,418.0,1
0,2.7165237996581987e-157,6649,463,419.0,1
1,2.7165237996581987e-157,6649,464,419.0,1
2,2.7165237996581987e-157,6649,465,419.0,1
0,3.159288470792547e-159,21194,463,420.0,1
1,3.159288470792547e-159,21194,464,420.0,1
2,3.159288470792547e-159,21194,465,420.0,1
0,1.9443673011516916e-156,2963,463,421.0,1
1,1.9443673011516916e-156,2963,464,421.0,1
2,1.9443673011516916e-156,2963,465,421.0,1
0,1.8051371773810868e-158,9533,463,422.0,1
1,1.8051371773810868e-158,9533,464,422.0,1
2,1.8051371773810868e-158,9533,465,422.0,1
0,7.897060595165167e-150,2,463,422.5,1
1,7.897060595165167e-150,2,464,422.5,1
2,7.897060595165167e-150,2,465,422.5,1
0,9.945990394885493e-151,9803,463,423.0,1
1,9.945990394885493e-151,9803,464,423.0,1
2,9.945990394885493e-151,9803,465,423.0,1
0,8.50533048318357e-127,10188,463,424.0,1
1,8.50533048318357e-127,10188,464,424.0,1
2,8.50533048318357e-127,10188,465,424.0,1
0,1.1866320401482353e-149,11856,463,425.0,1
1,1.1866320401482353e-149,11856,464,425.0,1
2,1.1866320401482353e-149,11856,465,425.0,1
0,1.1699059239031288e-151,5314,463,426.0,1
1,1.1699059239031288e-151,5314,464,426.0,1
2,1.1699059239031288e-151,5314,465,426.0,1
0,7.633165752429313e-154,4098,463,427.0,1
1,7.633165752429313e-154,4098,464,427.0,1
2,7.633165752429313e-154,4098,465,427.0,1
0,1.4088593433910347e-149,13,463,427.5,1
1,1.4088593433910347e-149,13,464,427.5,1
2,1.4088593433910347e-149,13,465,427.5,1
0,2.0151388652589045e-189,6028,463,428.0,1
1,2.0151388652589045e-189,6028,464,428.0,1
2,2.0151388652589045e-189,6028,465,428.0,1
0,4.1370404879514915e-194,9700,463,429.0,1
1,4.1370404879514915e-194,9700,464,429.0,1
2,4.1370404879514915e-194,9700,465,429.0,1
0,7.38461615555535e-139,34505,463,430.0,1
1,7.38461615555535e-139,34505,464,430.0,1
2,7.38461615555535e-139,34505,465,430.0,1
0,1.666229130177635e-135,8454,463,431.0,1
1,1.666229130177635e-135,8454,464,431.0,1
2,1.666229130177635e-135,8454,465,431.0,1
0,4.253900483939077e-114,10068,463,432.0,1
1,4.253900483939077e-114,10068,464,432.0,1
2,4.253900483939077e-114,10068,465,432.0,1
0,1.7826798413515396e-110,14,463,432.5,1
1,1.7826798413515396e-110,14,464,432.5,1
2,1.7826798413515396e-110,14,465,432.5,1
0,3.448889155407326e-139,14141,463,433.0,1
1,3.448889155407326e-139,14141,464,433.0,1
2,3.448889155407326e-139,14141,465,433.0,1
0,2.5311779232239794e-141,10173,463,434.0,1
1,2.5311779232239794e-141,10173,464,434.0,1
2,2.5311779232239794e-141,10173,465,434.0,1
0,8.291959094591032e-173,25568,463,435.0,1
1,8.291959094591032e-173,25568,464,435.0,1
2,8.291959094591032e-173,25568,465,435.0,1
0,9.876817790318495e-134,9818,463,436.0,1
1,9.876817790318495e-134,9818,464,436.0,1
2,9.876817790318495e-134,9818,465,436.0,1
0,8.484628467331337e-130,8591,463,437.0,1
1,8.484628467331337e-130,8591,464,437.0,1
2,8.484628467331337e-130,8591,465,437.0,1
0,9.449722079343055e-131,154,463,437.5,1
1,9.449722079343055e-131,154,464,437.5,1
2,9.449722079343055e-131,154,465,437.5,1
0,9.263816762279214e-132,13116,463,438.0,1
1,9.263816762279214e-132,13116,464,438.0,1
2,9.263816762279214e-132,13116,465,438.0,1
0,1.2334306566732366e-121,8691,463,439.0,1
1,1.2334306566732366e-121,8691,464,439.0,1
2,1.2334306566732366e-121,8691,465,439.0,1
0,7.600934999152742e-144,71446,463,440.0,1
1,7.600934999152742e-144,71446,464,440.0,1
2,7.600934999152742e-144,71446,465,440.0,1
0,7.390939804096402e-119,8523,463,441.0,1
1,7.390939804096402e-119,8523,464,441.0,1
2,7.390939804096402e-119,8523,465,441.0,1
0,3.1803941766564173e-127,21492,463,442.0,1
1,3.1803941766564173e-127,21492,464,442.0,1
2,3.1803941766564173e-127,21492,465,442.0,1
0,5.112964672853157e-115,131,463,442.5,1
1,5.112964672853157e-115,131,464,442.5,1
2,5.112964672853157e-115,131,465,442.5,1
0,9.214748091834014e-116,11778,463,443.0,1
1,9.214748091834014e-116,11778,464,443.0,1
2,9.214748091834014e-116,11778,465,443.0,1
0,7.15716456093095e-111,12311,463,444.0,1
1,7.15716456093095e-111,12311,464,444.0,1
2,7.15716456093095e-111,12311,465,444.0,1
0,4.734947280179987e-127,50727,463,445.0,1
1,4.734947280179987e-127,50727,464,445.0,1
2,4.734947280179987e-127,50727,465,445.0,1
0,5.902660605057241e-107,9092,463,446.0,1
1,5.902660605057241e-107,9092,464,446.0,1
2,5.902660605057241e-107,9092,465,446.0,1
0,1.802460997696043e-101,13019,463,447.0,1
1,1.802460997696043e-101,13019,464,447.0,1
2,1.802460997696043e-101,13019,465,447.0,1
0,6.174110124681271e-102,1994,463,447.5,1
